title,release_date,popularity,vote_average,genre_ids,genre_names,type
Alien: Covenant,09/05/2017,369.231,6.11,"[878, 27, 9648]","Science Fiction, Horror, Mystery",movie
Sting,12/04/2024,378.654,6.347,"[27, 53]","Horror, Thriller",movie
Ghostbusters,14/07/2016,393.657,5.359,"[28, 14, 35]","Action, Fantasy, Comedy",movie
Ghostbusters,14/07/2016,393.657,5.359,"[28, 14, 35]","Comedy, Fantasy",movie
Ghostbusters,14/07/2016,393.657,5.359,"[28, 14, 35]","Comedy, Fantasy",movie
Ghostbusters,08/06/1984,291.376,7.484,"[35, 14]","Action, Fantasy, Comedy",movie
Ghostbusters,08/06/1984,291.376,7.484,"[35, 14]","Comedy, Fantasy",movie
Ghostbusters,08/06/1984,291.376,7.484,"[35, 14]","Comedy, Fantasy",movie
Inception,15/07/2010,390.142,8.368,"[28, 878, 12]","Action, Science Fiction, Adventure",movie
Inception,15/07/2010,390.142,8.368,"[28, 878, 12]","Action, Science Fiction, Adventure",movie
Pulp Fiction,10/09/1994,392.971,8.5,"[53, 80]","Thriller, Crime",movie
Interstellar,05/11/2014,384.099,8.434,"[12, 18, 878]","Adventure, Drama, Science Fiction",movie
Rocky,20/11/1976,376.168,7.787,[18],Drama,movie
Rocky,20/11/1976,376.168,7.787,[18],Drama,movie
Arrival,10/11/2016,364.403,7.602,"[18, 878, 9648]","Drama, Science Fiction, Mystery",movie
Donnie Darko,19/01/2001,374.23,7.779,"[14, 18, 9648]","Fantasy, Drama, Mystery",movie
Abigail,18/04/2024,356.996,6.851,"[27, 53]","Adventure, Fantasy, Mystery",movie
Abigail,22/08/2019,33.47,6.161,"[12, 14, 9648]","Adventure, Fantasy, Mystery",movie
Serenity,25/09/2005,351.877,7.38,"[878, 28, 12, 53]","Science Fiction, Action, Adventure, Thriller",movie
Serenity,25/09/2005,351.877,7.38,"[878, 28, 12, 53]","Thriller, Mystery, Drama",movie
Serenity,25/09/2005,351.877,7.38,"[878, 28, 12, 53]","Thriller, Mystery, Drama",movie
Predator,12/06/1987,375.06,7.528,"[878, 28, 12, 53]","Science Fiction, Action, Adventure, Thriller",movie
Misery,30/11/1990,350.418,7.755,"[18, 53]","Drama, Thriller",movie
Dawn of the Planet of the Apes,08/07/2014,358.806,7.322,"[878, 28, 18, 53]","Science Fiction, Action, Drama, Thriller",movie
Dawn of the Planet of the Apes,08/07/2014,358.806,7.322,"[878, 28, 18, 53]","Science Fiction, Action, Drama, Thriller",movie
RoboCop,17/07/1987,336.434,7.319,"[28, 53, 878]","Science Fiction, Action, Crime",movie
RoboCop,17/07/1987,336.434,7.319,"[28, 53, 878]","Science Fiction, Action, Crime",movie
Superman,14/12/1978,348.712,7.135,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,14/12/1978,348.712,7.135,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,14/12/1978,348.712,7.135,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,14/12/1978,348.712,7.135,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,14/12/1978,348.712,7.135,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,14/12/1978,348.712,7.135,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,09/07/2025,21.635,0.0,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,09/07/2025,21.635,0.0,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,09/07/2025,21.635,0.0,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,09/07/2025,21.635,0.0,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,09/07/2025,21.635,0.0,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Superman,09/07/2025,21.635,0.0,"[878, 28, 12]","Science Fiction, Action, Adventure",movie
Citizen Kane,17/04/1941,346.988,8.008,"[9648, 18]","Mystery, Drama",movie
The Omen,25/06/1976,346.443,7.4,"[27, 53]","Horror, Thriller",movie
The Omen,06/06/2006,68.767,5.623,"[27, 9648, 53]","Horror, Thriller",movie
Becoming,06/05/2020,338.447,7.412,[99],Documentary,movie
Becoming,06/05/2020,338.447,7.412,[99],Documentary,movie
Kate,10/09/2021,335.835,6.642,[28],Action,movie
Logan Lucky,17/08/2017,334.515,6.724,"[35, 80, 28, 18]","Comedy, Crime, Action, Drama",movie
Logan Lucky,17/08/2017,334.515,6.724,"[35, 80, 28, 18]","Comedy, Crime, Action, Drama",movie
Halloween,18/10/2018,333.533,6.556,"[27, 53]","Horror, Thriller",movie
Halloween,18/10/2018,333.533,6.556,"[27, 53]","Horror, Thriller",movie
Halloween,18/10/2018,333.533,6.556,"[27, 53]","Horror, Thriller",movie
Halloween,18/10/2018,333.533,6.556,"[27, 53]","Horror, Thriller",movie
Halloween,24/10/1978,285.875,7.6,"[27, 53]","Horror, Thriller",movie
Halloween,24/10/1978,285.875,7.6,"[27, 53]","Horror, Thriller",movie
Judge Dredd,30/06/1995,332.166,5.786,[878],Science Fiction,movie
Total Recall,02/08/2012,326.408,6.014,"[28, 878, 53]","Action, Science Fiction, Thriller",movie
Total Recall,02/08/2012,326.408,6.014,"[28, 878, 53]","Action, Science Fiction, Thriller",movie
Silence,22/12/2016,326.064,7.126,"[18, 36]","Drama, History",movie
Se7en,22/09/1995,325.38,8.373,"[80, 9648, 53]","Crime, Mystery, Thriller",movie
Se7en,22/09/1995,325.38,8.4,"[80, 9648, 53]","Crime, Mystery, Thriller",movie
Rebel Moon - Part Two: The Scargiver,19/04/2024,313.849,6.121,"[878, 28, 18]","Science Fiction, Action, Drama",movie
Creepshow,10/11/1982,320.889,6.936,"[27, 35]","Horror, Comedy",movie
The Idea of You,02/05/2024,438.442,7.423,"[10749, 35, 18]","Romance, Comedy, Drama",movie
Hunt Club,06/04/2023,288.245,4.042,"[28, 53, 27]","Action, Thriller, Horror",movie
Hunt Club,06/04/2023,288.245,4.042,"[28, 53, 27]","Action, Thriller, Horror",movie
Blade,05/11/2025,322.504,0.0,[14],Fantasy,movie
Blade,05/11/2025,322.504,0.0,[14],"Horror, Action",movie
Blade,21/08/1998,287.875,6.784,"[27, 28]",Fantasy,movie
Blade,21/08/1998,287.875,6.784,"[27, 28]","Horror, Action",movie
Aquaman,07/12/2018,292.145,6.896,"[28, 12, 14]","Action, Adventure, Fantasy",movie
Spider-Man: No Way Home,15/12/2021,280.573,7.967,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Spider-Man: No Way Home,15/12/2021,280.573,7.967,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Spider-Man: No Way Home,15/12/2021,280.573,7.967,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Spider-Man: No Way Home,15/12/2021,280.573,7.967,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Justice League,15/11/2017,317.854,6.087,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Angel Heart,06/03/1987,317.344,7.137,"[27, 9648]","Horror, Mystery",movie
Stand by Me,08/08/1986,318.761,7.9,"[80, 18]","Crime, Drama",movie
Venom,28/09/2018,322.02,6.828,"[878, 28]","Science Fiction, Action",movie
Venom,28/09/2018,322.02,6.828,"[878, 28]","Horror, Thriller",movie
Venom,16/09/2005,17.548,5.472,"[27, 53]","Science Fiction, Action",movie
Venom,16/09/2005,17.548,5.472,"[27, 53]","Horror, Thriller",movie
Venom,16/09/2005,17.548,5.472,"[27, 53]","Science Fiction, Action",movie
Venom,16/09/2005,17.548,5.472,"[27, 53]","Horror, Thriller",movie
Deadpool 2,10/05/2018,295.771,7.488,"[28, 35, 12]","Action, Comedy, Adventure",movie
Deadpool 2,10/05/2018,295.771,7.488,"[28, 35, 12]","Action, Comedy, Adventure",movie
Scarface,09/12/1983,323.707,8.169,"[28, 80, 18]","Action, Crime, Drama",movie
Scarface,09/12/1983,323.707,8.169,"[28, 80, 18]","Crime, Drama",movie
Scarface,09/04/1932,142.406,7.454,"[80, 18]","Action, Crime, Drama",movie
Scarface,09/04/1932,142.406,7.454,"[80, 18]","Crime, Drama",movie
Lady Bird,01/09/2017,303.357,7.266,"[18, 35]","Drama, Comedy",movie
War for the Planet of the Apes,11/07/2017,313.254,7.193,"[18, 878, 10752]","Drama, Science Fiction, War",movie
Chinatown,20/06/1974,307.231,7.915,"[80, 18, 9648, 53]","Crime, Drama, Mystery, Thriller",movie
Chinatown,20/06/1974,307.231,7.915,"[80, 18, 9648, 53]","Crime, Drama, Mystery, Thriller",movie
Skyscraper,11/07/2018,303.553,6.315,"[28, 53, 12]","Action, Thriller, Adventure",movie
Skyscraper,11/07/2018,303.553,6.315,"[28, 53, 12]","Action, Thriller, Adventure",movie
Jaws,20/06/1975,321.67,7.661,"[27, 53, 12]","Horror, Thriller, Adventure",movie
IF,08/05/2024,307.946,7.0,"[35, 14, 10751]","Comedy, Fantasy, Family",movie
Wonka,06/12/2023,338.977,7.164,"[35, 10751, 14]","Comedy, Family, Fantasy",movie
Inside Out,09/06/2015,316.75,7.914,"[16, 10751, 12, 18, 35]","Animation, Family, Adventure, Drama, Comedy",movie
Inside Out,09/06/2015,316.75,7.914,"[16, 10751, 12, 18, 35]","Animation, Family, Adventure, Drama, Comedy",movie
Crooklyn,13/05/1994,288.476,6.78,"[35, 18]","Comedy, Drama",movie
Prey,02/08/2022,294.718,7.72,"[53, 28, 878]","Thriller, Action, Science Fiction",movie
Species,07/07/1995,295.072,6.0,"[878, 27, 28]","Science Fiction, Horror, Action",movie
Species,07/07/1995,295.072,6.0,"[878, 27, 28]","Science Fiction, Horror, Action",movie
Shazam!,29/03/2019,299.525,7.017,"[28, 35, 14]","Action, Comedy, Fantasy",movie
Chappie,04/03/2015,311.815,6.781,"[80, 28, 878]","Crime, Action, Science Fiction",movie
U Turn,03/10/1997,299.89,6.639,"[80, 18, 53]","Crime, Drama, Thriller",movie
Spider-Man: Homecoming,05/07/2017,298.04,7.337,"[28, 12, 878, 18]","Action, Adventure, Science Fiction, Drama",movie
Damaged,12/04/2024,271.269,5.468,"[28, 80, 53]","Action, Crime, Thriller",movie
Damaged,12/04/2024,271.269,5.468,"[28, 80, 53]","Action, Crime, Thriller",movie
Damaged,12/04/2024,271.269,5.468,"[28, 80, 53]","Action, Crime, Thriller",movie
Damaged,12/04/2024,271.269,5.468,"[28, 80, 53]","Action, Crime, Thriller",movie
Creed II,21/11/2018,284.597,7.03,"[18, 28]","Drama, Action",movie
The Abyss,09/08/1989,283.703,7.35,"[12, 28, 53, 878]","Adventure, Action, Thriller, Science Fiction",movie
Melancholia,26/05/2011,282.1,7.195,"[18, 878]","Drama, Science Fiction",movie
Nobody,18/03/2021,279.359,7.969,"[28, 53]","Action, Thriller",movie
The Nun,05/09/2018,277.852,5.891,[27],Horror,movie
The Nun,05/09/2018,277.852,5.891,[27],Horror,movie
The Nun,05/09/2018,277.852,5.891,[27],"Horror, Mystery",movie
The American,31/08/2010,276.814,5.943,"[80, 18, 53]","Crime, Drama, Thriller",movie
The American,31/08/2010,276.814,5.943,"[80, 18, 53]",Drama,movie
Evil Dead II,13/03/1987,275.618,7.547,"[27, 35, 14]","Horror, Comedy, Fantasy",movie
Evil Dead II,13/03/1987,275.618,7.547,"[27, 35, 14]","Horror, Comedy, Fantasy",movie
The Blues Brothers,16/06/1980,275.38,7.739,"[10402, 35, 28, 80]","Music, Comedy, Action, Crime",movie
Suburbicon,26/10/2017,273.56,5.884,"[53, 80, 18, 9648]","Thriller, Crime, Drama, Mystery",movie
I Am Mother,07/06/2019,273.223,6.692,"[878, 53]","Science Fiction, Thriller",movie
Bright,22/12/2017,272.295,6.153,"[14, 28, 53]","Fantasy, Action, Thriller",movie
Downsizing,22/12/2017,271.609,5.35,"[18, 878]","Drama, Science Fiction",movie
Scrooge,05/11/1970,269.549,6.9,"[14, 18, 10751]","Fantasy, Drama, Family",movie
Avengers: Infinity War,25/04/2018,268.527,8.246,"[12, 28, 878]","Adventure, Action, Science Fiction",movie
A Quiet Place,03/04/2018,268.472,7.397,"[27, 18, 878]","Horror, Drama, Science Fiction",movie
A Quiet Place,03/04/2018,268.472,7.397,"[27, 18, 878]","Horror, Drama, Science Fiction",movie
Float,09/02/2024,268.146,6.934,"[10749, 18]","Romance, Drama",movie
Float,09/02/2024,268.146,6.934,"[10749, 18]","Romance, Drama",movie
Holmes & Watson,25/12/2018,266.89,4.269,"[9648, 12, 35, 80]","Mystery, Adventure, Comedy, Crime",movie
Get Out,24/02/2017,266.292,7.621,"[9648, 53, 27]","Mystery, Thriller, Horror",movie
Get Out,24/02/2017,266.292,7.621,"[9648, 53, 27]","Mystery, Thriller, Horror",movie
Black Widow,07/07/2021,265.118,7.257,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Black Widow,07/07/2021,265.118,7.257,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Scream 2,12/12/1997,263.37,6.5,"[27, 9648]","Horror, Mystery",movie
Iron Man 3,18/04/2013,260.683,6.928,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Detroit,28/07/2017,259.396,7.302,"[80, 18, 53, 36]","Crime, Drama, Thriller, History",movie
Manhattan,25/04/1979,257.73,7.7,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Manhattan,25/04/1979,257.73,7.7,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Manhattan,25/04/1979,257.73,7.7,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Manhattan,25/04/1979,257.73,7.7,"[35, 18, 10749]","Comedy, Drama, Romance",movie
Predators,03/07/2010,256.967,6.255,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
Fight Club,15/10/1999,256.871,8.441,[18],Drama,movie
The Grey,26/01/2012,255.978,6.565,"[18, 53, 28, 12]","Drama, Thriller, Action, Adventure",movie
The Grey,26/01/2012,255.978,6.565,"[18, 53, 28, 12]","Drama, Thriller, Action, Adventure",movie
The Grey,26/01/2012,255.978,6.565,"[18, 53, 28, 12]","Drama, Thriller, Action, Adventure",movie
The Grey,26/01/2012,255.978,6.565,"[18, 53, 28, 12]","Drama, Thriller, Action, Adventure",movie
The Lion King,12/07/2019,255.579,7.114,"[12, 18, 10751, 16]","Adventure, Drama, Family, Animation",movie
The Lion King,12/07/2019,255.579,7.114,"[12, 18, 10751, 16]","Family, Animation, Drama",movie
The Lion King,12/07/2019,255.579,7.114,"[12, 18, 10751, 16]","Adventure, Drama, Family, Animation",movie
The Lion King,12/07/2019,255.579,7.114,"[12, 18, 10751, 16]","Family, Animation, Drama",movie
Wonder Woman 1984,16/12/2020,254.058,6.442,"[28, 12, 14]","Action, Adventure, Fantasy",movie
Wonder Woman 1984,16/12/2020,254.058,6.442,"[28, 12, 14]","Action, Adventure, Fantasy",movie
The Rock,07/06/1996,253.885,7.13,"[28, 12, 53]","Action, Adventure, Thriller",movie
The Rock,07/06/1996,253.885,7.13,"[28, 12, 53]","Action, Adventure, Thriller",movie
Black Panther: Wakanda Forever,09/11/2022,253.49,7.127,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Black Panther: Wakanda Forever,09/11/2022,253.49,7.127,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Arthur the King,15/03/2024,231.444,7.715,"[12, 18]","Adventure, Drama",movie
"Oh, God! Book II",03/10/1980,250.11,5.167,"[14, 35]","Fantasy, Comedy",movie
"Oh, God! Book II",03/10/1980,250.11,5.167,"[14, 35]","Fantasy, Comedy",movie
Bad Boys: Ride or Die,05/06/2024,247.976,4.667,"[28, 53, 80]","Action, Thriller, Crime",movie
Bad Boys: Ride or Die,05/06/2024,247.976,4.667,"[28, 53, 80]","Action, Thriller, Crime",movie
The Dry,01/01/2021,251.957,6.774,"[80, 53, 9648]","Crime, Thriller, Mystery",movie
The General,25/12/1926,252.425,7.962,"[35, 28, 12, 10752]","Comedy, Action, Adventure, War",movie
Ex Machina,21/01/2015,247.918,7.573,"[18, 878]","Drama, Science Fiction",movie
Ex Machina,21/01/2015,247.918,7.573,"[18, 878]","Drama, Science Fiction",movie
Creed III,01/03/2023,245.241,7.131,"[18, 28]","Drama, Action",movie
The Hunt,11/03/2020,244.598,6.648,"[28, 53, 27]","Action, Thriller, Horror",movie
The Hunt,11/03/2020,244.598,6.648,"[28, 53, 27]",Drama,movie
The Hunt,11/03/2020,244.598,6.648,"[28, 53, 27]",Drama,movie
Free Guy,11/08/2021,245.402,7.509,"[35, 12, 878]","Comedy, Adventure, Science Fiction",movie
Free Guy,11/08/2021,245.402,7.509,"[35, 12, 878]","Comedy, Adventure, Science Fiction",movie
Free Guy,11/08/2021,245.402,7.509,"[35, 12, 878]","Comedy, Adventure, Science Fiction",movie
Bumblebee,15/12/2018,245.612,6.724,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Rocky IV,21/11/1985,246.476,7.1,[18],Drama,movie
Brightburn,09/05/2019,239.433,6.131,"[27, 878, 53, 9648]","Horror, Science Fiction, Thriller, Mystery",movie
Rocky V,16/11/1990,245.127,5.773,[18],Drama,movie
The Irishman,01/11/2019,228.94,7.607,"[80, 18, 36]","Crime, Drama, History",movie
GoodFellas,12/09/1990,239.265,8.465,"[18, 80]","Drama, Crime",movie
Hellraiser,11/09/1987,225.485,6.883,"[27, 53, 14]","Horror, Thriller, Fantasy",movie
Hellraiser,11/09/1987,225.485,6.883,"[27, 53, 14]","Horror, Mystery",movie
Hellraiser,11/09/1987,225.485,6.883,"[27, 53, 14]","Horror, Mystery",movie
Hellraiser,11/09/1987,225.485,6.883,"[27, 53, 14]","Horror, Thriller, Fantasy",movie
Hellraiser,11/09/1987,225.485,6.883,"[27, 53, 14]","Horror, Mystery",movie
Hellraiser,11/09/1987,225.485,6.883,"[27, 53, 14]","Horror, Mystery",movie
Hellraiser,28/09/2022,151.262,6.2,"[27, 9648]","Horror, Thriller, Fantasy",movie
Hellraiser,28/09/2022,151.262,6.2,"[27, 9648]","Horror, Mystery",movie
Hellraiser,28/09/2022,151.262,6.2,"[27, 9648]","Horror, Mystery",movie
The New Mutants,02/04/2020,241.581,6.107,"[878, 27, 28, 9648, 12]","Science Fiction, Horror, Action, Mystery, Adventure",movie
The New Mutants,02/04/2020,241.581,6.107,"[878, 27, 28, 9648, 12]","Science Fiction, Horror, Action, Mystery, Adventure",movie
The New Mutants,02/04/2020,241.581,6.107,"[878, 27, 28, 9648, 12]","Science Fiction, Horror, Action, Mystery, Adventure",movie
Deadpool & Wolverine,24/07/2024,228.414,0.0,"[35, 878, 12]","Comedy, Science Fiction, Adventure",movie
Red Sparrow,28/02/2018,227.507,6.534,"[53, 9648]","Thriller, Mystery",movie
Red Sparrow,28/02/2018,227.507,6.534,"[53, 9648]","Thriller, Mystery",movie
Spitfire Over Berlin,13/05/2022,221.968,4.803,"[10752, 28, 36]","War, Action, History",movie
Spitfire Over Berlin,13/05/2022,221.968,4.803,"[10752, 28, 36]","War, Action, History",movie
Spitfire Over Berlin,13/05/2022,221.968,4.803,"[10752, 28, 36]","War, Action, History",movie
Spitfire Over Berlin,13/05/2022,221.968,4.803,"[10752, 28, 36]","War, Action, History",movie
Eyes Wide Shut,16/07/1999,238.001,7.479,"[18, 53, 9648]","Drama, Thriller, Mystery",movie
Eyes Wide Shut,16/07/1999,238.001,7.479,"[18, 53, 9648]","Drama, Thriller, Mystery",movie
South Park: The End of Obesity,24/05/2024,304.962,8.068,"[16, 35, 10770]","Animation, Comedy, TV Movie",movie
Hustlers,12/09/2019,240.866,6.479,"[18, 35, 80]","Drama, Comedy, Crime",movie
Hustlers,12/09/2019,240.866,6.479,"[18, 35, 80]","Drama, Comedy, Crime",movie
The Suicide Squad,28/07/2021,239.957,7.523,"[28, 35, 12]","Action, Comedy, Adventure",movie
The Suicide Squad,28/07/2021,239.957,7.523,"[28, 35, 12]","Action, Comedy, Adventure",movie
Highlander,07/03/1986,227.206,6.896,"[12, 28, 14]","Adventure, Action, Fantasy",movie
Highlander,07/03/1986,227.206,6.896,"[12, 28, 14]","Adventure, Action, Fantasy",movie
Ocean's Eight,07/06/2018,226.622,6.984,"[80, 35, 28]","Crime, Comedy, Action",movie
Ocean's Eight,07/06/2018,226.622,6.984,"[80, 35, 28]","Crime, Comedy, Action",movie
Poor Things,07/12/2023,224.685,7.784,"[878, 10749, 35]","Science Fiction, Romance, Comedy",movie
Poor Things,07/12/2023,224.685,7.784,"[878, 10749, 35]","Science Fiction, Romance, Comedy",movie
The Emoji Movie,23/07/2017,224.199,5.448,"[16, 10751, 35]","Animation, Family, Comedy",movie
The Emoji Movie,23/07/2017,224.199,5.448,"[16, 10751, 35]","Animation, Family, Comedy",movie
Garfield,10/06/2004,224.018,5.705,"[16, 35, 10751]","Animation, Comedy, Family",movie
Kong: Skull Island,08/03/2017,223.833,6.539,"[28, 12, 14]","Action, Adventure, Fantasy",movie
Kong: Skull Island,08/03/2017,223.833,6.539,"[28, 12, 14]","Action, Adventure, Fantasy",movie
The 'Burbs,17/02/1989,223.182,6.744,"[35, 27, 53]","Comedy, Horror, Thriller",movie
Creepshow 2,01/05/1987,221.698,6.222,"[27, 35]","Horror, Comedy",movie
The Beekeeper,08/01/2024,220.867,7.398,"[28, 53, 18]","Action, Thriller, Drama",movie
Avengers: Endgame,24/04/2019,220.475,8.253,"[12, 878, 28]","Adventure, Science Fiction, Action",movie
Cocaine Bear,22/02/2023,220.155,6.095,"[53, 35, 80]","Thriller, Comedy, Crime",movie
Cocaine Bear,22/02/2023,220.155,6.095,"[53, 35, 80]","Thriller, Comedy, Crime",movie
Hacksaw Ridge,07/10/2016,219.242,8.194,"[18, 36, 10752]","Drama, History, War",movie
Hacksaw Ridge,07/10/2016,219.242,8.194,"[18, 36, 10752]","Drama, History, War",movie
Return of the Jedi,25/05/1983,218.864,7.893,"[12, 28, 878]","Adventure, Action, Science Fiction",movie
Return of the Jedi,25/05/1983,218.864,7.893,"[12, 28, 878]","Adventure, Action, Science Fiction",movie
Return of the Jedi,25/05/1983,218.864,7.893,"[12, 28, 878]","Adventure, Action, Science Fiction",movie
Solaris,27/11/2002,218.774,5.901,"[18, 878, 9648]","Drama, Science Fiction, Mystery",movie
Solaris,27/11/2002,218.774,5.901,"[18, 878, 9648]","Drama, Science Fiction, Mystery",movie
Solaris,27/11/2002,218.774,5.901,"[18, 878, 9648]","Drama, Science Fiction, Mystery",movie
Solaris,27/11/2002,218.774,5.901,"[18, 878, 9648]","Drama, Science Fiction, Mystery",movie
Solaris,27/11/2002,218.774,5.901,"[18, 878, 9648]","Drama, Science Fiction, Mystery",movie
Solaris,27/11/2002,218.774,5.901,"[18, 878, 9648]","Drama, Science Fiction, Mystery",movie
Transformers: Rise of the Beasts,06/06/2023,217.993,7.334,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Transformers: Rise of the Beasts,06/06/2023,217.993,7.334,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Transformers: Rise of the Beasts,06/06/2023,217.993,7.334,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Transformers: Rise of the Beasts,06/06/2023,217.993,7.334,"[28, 12, 878]","Action, Adventure, Science Fiction",movie
Blue Velvet,19/09/1986,217.817,7.624,"[80, 18, 9648, 53]","Crime, Drama, Mystery, Thriller",movie
Fargo,08/03/1996,217.459,7.862,"[80, 18, 53]","Crime, Drama, Thriller",movie
Scream,20/12/1996,216.382,7.424,"[80, 27, 9648]","Crime, Horror, Mystery",movie
Scream,20/12/1996,216.382,7.424,"[80, 27, 9648]","Crime, Horror, Mystery",movie
Scream,20/12/1996,216.382,7.424,"[80, 27, 9648]","Horror, Mystery, Thriller",movie
Scream,12/01/2022,71.298,6.7,"[27, 9648, 53]","Crime, Horror, Mystery",movie
Scream,12/01/2022,71.298,6.7,"[27, 9648, 53]","Crime, Horror, Mystery",movie
Scream,12/01/2022,71.298,6.7,"[27, 9648, 53]","Horror, Mystery, Thriller",movie
Scream,12/01/2022,71.298,6.7,"[27, 9648, 53]","Crime, Horror, Mystery",movie
Scream,12/01/2022,71.298,6.7,"[27, 9648, 53]","Crime, Horror, Mystery",movie
Scream,12/01/2022,71.298,6.7,"[27, 9648, 53]","Horror, Mystery, Thriller",movie
Dumb and Dumber,16/12/1994,214.698,6.624,[35],Comedy,movie
Dumb and Dumber,16/12/1994,214.698,6.624,[35],Comedy,movie
Dumb and Dumber,16/12/1994,214.698,6.624,[35],Comedy,movie
Dumb and Dumber,16/12/1994,214.698,6.624,[35],Comedy,movie
The Equalizer 3,30/08/2023,213.447,7.352,"[28, 53, 80]","Action, Thriller, Crime",movie
The Equalizer 3,30/08/2023,213.447,7.352,"[28, 53, 80]","Action, Thriller, Crime",movie
The Prestige,17/10/2006,213.14,8.203,"[18, 9648, 878]","Drama, Mystery, Science Fiction",movie
The Net,28/07/1995,212.88,6.015,"[80, 18, 9648, 53, 28]","Crime, Drama, Mystery, Thriller, Action",movie
Natty Knocks,21/07/2023,211.862,5.2,"[27, 53]","Horror, Thriller",movie
X-Men: Apocalypse,18/05/2016,211.558,6.513,"[28, 12, 878, 14]","Action, Adventure, Science Fiction, Fantasy",movie
Gilda,25/04/1946,209.968,7.524,"[10749, 18, 53]","Romance, Drama, Thriller",movie
Gilda,25/04/1946,209.968,7.524,"[10749, 18, 53]","Romance, Drama, Thriller",movie
Gemini Man,02/10/2019,209.314,6.298,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
Gemini Man,02/10/2019,209.314,6.298,"[878, 28, 53]","Science Fiction, Action, Thriller",movie
Logan's Run,23/06/1976,208.796,6.586,"[28, 878]","Action, Science Fiction",movie
Prometheus,30/05/2012,207.895,6.551,"[878, 12, 9648]","Science Fiction, Adventure, Mystery",movie
The Departed,04/10/2006,205.739,8.168,"[18, 53, 80]","Drama, Thriller, Crime",movie
The Fabelmans,11/11/2022,206.404,7.643,[18],Drama,movie
Gold,03/02/2016,207.805,6.619,"[12, 18, 53]","Adventure, Drama, Thriller",movie
Gold,03/02/2016,207.805,6.619,"[12, 18, 53]","Adventure, Drama, Thriller",movie
Gold,03/02/2016,207.805,6.619,"[12, 18, 53]","Action, Adventure, Thriller",movie
Gold,03/02/2016,207.805,6.619,"[12, 18, 53]","Action, Adventure, Thriller",movie
Gold,13/01/2022,28.36,6.194,"[28, 12, 53]","Adventure, Drama, Thriller",movie
Gold,13/01/2022,28.36,6.194,"[28, 12, 53]","Adventure, Drama, Thriller",movie
Gold,13/01/2022,28.36,6.194,"[28, 12, 53]","Action, Adventure, Thriller",movie
Gold,13/01/2022,28.36,6.194,"[28, 12, 53]","Action, Adventure, Thriller",movie
The Lost Boys,31/07/1987,206.678,7.074,"[27, 35, 53]","Horror, Comedy, Thriller",movie
Passengers,21/12/2016,197.605,6.944,"[18, 10749, 878]","Drama, Romance, Science Fiction",movie
Passengers,21/12/2016,197.605,6.944,"[18, 10749, 878]","Drama, Mystery, Thriller, Romance",movie
Passengers,21/12/2016,197.605,6.944,"[18, 10749, 878]","Drama, Romance, Science Fiction",movie
Passengers,21/12/2016,197.605,6.944,"[18, 10749, 878]","Drama, Mystery, Thriller, Romance",movie
The Island,21/07/2005,204.499,6.674,"[28, 53, 878, 12]","Action, Thriller, Science Fiction, Adventure",movie
Breathe,04/04/2024,195.707,5.2,"[878, 9648, 53]","Science Fiction, Mystery, Thriller",movie
Breathe,04/04/2024,195.707,5.2,"[878, 9648, 53]","Drama, Romance",movie
Breathe,04/04/2024,195.707,5.2,"[878, 9648, 53]","Drama, Romance",movie
The Night They Came Home,12/01/2024,171.298,6.091,"[37, 53, 28]","Western, Thriller, Action",movie
The Night They Came Home,12/01/2024,171.298,6.091,"[37, 53, 28]","Western, Thriller, Action",movie
Brooklyn,20/10/2015,203.497,7.315,"[10749, 18]","Romance, Drama",movie
